state,industry,reporting_date,year,month,month_no,turnover_millions,yoy_growth_pct
Western Australia,Other recreational goods retailing,1/02/2024,2024,February ,2,60,2.56
Western Australia,Other recreational goods retailing,1/03/2024,2024,March    ,3,70.3,-2.09
Western Australia,Other recreational goods retailing,1/04/2024,2024,April    ,4,78.6,-0.88
Western Australia,Other recreational goods retailing,1/05/2024,2024,May      ,5,69.4,-1.28
Western Australia,Other recreational goods retailing,1/06/2024,2024,June     ,6,72.6,-0.95
Western Australia,Other recreational goods retailing,1/07/2024,2024,July     ,7,72.4,4.78
Western Australia,Other recreational goods retailing,1/08/2024,2024,August   ,8,71.1,1.43
Western Australia,Other recreational goods retailing,1/09/2024,2024,September,9,75.1,4.89
Western Australia,Other recreational goods retailing,1/10/2024,2024,October  ,10,78.7,1.29
Western Australia,Other recreational goods retailing,1/11/2024,2024,November ,11,88.1,-0.68
Western Australia,Other recreational goods retailing,1/12/2024,2024,December ,12,140.7,11.49
Western Australia,Other recreational goods retailing,1/01/2025,2025,January  ,1,86,11.83
Western Australia,Other recreational goods retailing,1/02/2025,2025,February ,2,62.9,4.83
Western Australia,Other recreational goods retailing,1/03/2025,2025,March    ,3,76.8,9.25
Western Australia,Other recreational goods retailing,1/04/2025,2025,April    ,4,89.8,14.25
Western Australia,Other recreational goods retailing,1/05/2025,2025,May      ,5,78.5,13.11
Western Australia,Other recreational goods retailing,1/06/2025,2025,June     ,6,83,14.33
Western Australia,Other retailing n.e.c.,1/01/2019,2019,January  ,1,142.7,NULL
Western Australia,Other retailing n.e.c.,1/02/2019,2019,February ,2,132.7,NULL
Western Australia,Other retailing n.e.c.,1/03/2019,2019,March    ,3,137.9,NULL
Western Australia,Other retailing n.e.c.,1/04/2019,2019,April    ,4,135.7,NULL
Western Australia,Other retailing n.e.c.,1/05/2019,2019,May      ,5,143.6,NULL
Western Australia,Other retailing n.e.c.,1/06/2019,2019,June     ,6,143.5,NULL
Western Australia,Other retailing n.e.c.,1/07/2019,2019,July     ,7,150.7,NULL
Western Australia,Other retailing n.e.c.,1/08/2019,2019,August   ,8,147.2,NULL
Western Australia,Other retailing n.e.c.,1/09/2019,2019,September,9,142.7,NULL
Western Australia,Other retailing n.e.c.,1/10/2019,2019,October  ,10,158.2,NULL
Western Australia,Other retailing n.e.c.,1/11/2019,2019,November ,11,171.1,NULL
Western Australia,Other retailing n.e.c.,1/12/2019,2019,December ,12,194.5,NULL
Western Australia,Other retailing n.e.c.,1/01/2020,2020,January  ,1,150.2,5.26
Western Australia,Other retailing n.e.c.,1/02/2020,2020,February ,2,141.9,6.93
Western Australia,Other retailing n.e.c.,1/03/2020,2020,March    ,3,168.9,22.48
Western Australia,Other retailing n.e.c.,1/04/2020,2020,April    ,4,157.9,16.36
Western Australia,Other retailing n.e.c.,1/05/2020,2020,May      ,5,193.4,34.68
Western Australia,Other retailing n.e.c.,1/06/2020,2020,June     ,6,189.3,31.92
Western Australia,Other retailing n.e.c.,1/07/2020,2020,July     ,7,196.4,30.33
Western Australia,Other retailing n.e.c.,1/08/2020,2020,August   ,8,196.1,33.22
Western Australia,Other retailing n.e.c.,1/09/2020,2020,September,9,180.8,26.70
Western Australia,Other retailing n.e.c.,1/10/2020,2020,October  ,10,204.8,29.46
Western Australia,Other retailing n.e.c.,1/11/2020,2020,November ,11,231.9,35.53
Western Australia,Other retailing n.e.c.,1/12/2020,2020,December ,12,258.3,32.80
Western Australia,Other retailing n.e.c.,1/01/2021,2021,January  ,1,198.4,32.09
Western Australia,Other retailing n.e.c.,1/02/2021,2021,February ,2,182.2,28.40
Western Australia,Other retailing n.e.c.,1/03/2021,2021,March    ,3,205.2,21.49
Western Australia,Other retailing n.e.c.,1/04/2021,2021,April    ,4,186.8,18.30
Western Australia,Other retailing n.e.c.,1/05/2021,2021,May      ,5,205.2,6.10
Western Australia,Other retailing n.e.c.,1/06/2021,2021,June     ,6,205.8,8.72
Western Australia,Other retailing n.e.c.,1/07/2021,2021,July     ,7,215.1,9.52
Western Australia,Other retailing n.e.c.,1/08/2021,2021,August   ,8,224.5,14.48
Western Australia,Other retailing n.e.c.,1/09/2021,2021,September,9,226.3,25.17
Western Australia,Other retailing n.e.c.,1/10/2021,2021,October  ,10,245.3,19.78
Western Australia,Other retailing n.e.c.,1/11/2021,2021,November ,11,289.9,25.01
Western Australia,Other retailing n.e.c.,1/12/2021,2021,December ,12,306.7,18.74
Western Australia,Other retailing n.e.c.,1/01/2022,2022,January  ,1,243.2,22.58
Western Australia,Other retailing n.e.c.,1/02/2022,2022,February ,2,219.2,20.31
Western Australia,Other retailing n.e.c.,1/03/2022,2022,March    ,3,242.1,17.98
Western Australia,Other retailing n.e.c.,1/04/2022,2022,April    ,4,226.7,21.36
Western Australia,Other retailing n.e.c.,1/05/2022,2022,May      ,5,234.1,14.08
Western Australia,Other retailing n.e.c.,1/06/2022,2022,June     ,6,240.6,16.91
Western Australia,Other retailing n.e.c.,1/07/2022,2022,July     ,7,259.8,20.78
Western Australia,Other retailing n.e.c.,1/08/2022,2022,August   ,8,259.5,15.59
Western Australia,Other retailing n.e.c.,1/09/2022,2022,September,9,257.1,13.61
Western Australia,Other retailing n.e.c.,1/10/2022,2022,October  ,10,289.7,18.10
Western Australia,Other retailing n.e.c.,1/11/2022,2022,November ,11,319.2,10.11
Western Australia,Other retailing n.e.c.,1/12/2022,2022,December ,12,316.7,3.26
Western Australia,Other retailing n.e.c.,1/01/2023,2023,January  ,1,254.8,4.77
Western Australia,Other retailing n.e.c.,1/02/2023,2023,February ,2,244.2,11.41
Western Australia,Other retailing n.e.c.,1/03/2023,2023,March    ,3,258.1,6.61
Western Australia,Other retailing n.e.c.,1/04/2023,2023,April    ,4,240.7,6.18
Western Australia,Other retailing n.e.c.,1/05/2023,2023,May      ,5,266.9,14.01
Western Australia,Other retailing n.e.c.,1/06/2023,2023,June     ,6,262,8.89
Western Australia,Other retailing n.e.c.,1/07/2023,2023,July     ,7,270.4,4.08
Western Australia,Other retailing n.e.c.,1/08/2023,2023,August   ,8,277.4,6.90
Western Australia,Other retailing n.e.c.,1/09/2023,2023,September,9,267.9,4.20
Western Australia,Other retailing n.e.c.,1/10/2023,2023,October  ,10,286,-1.28
Western Australia,Other retailing n.e.c.,1/11/2023,2023,November ,11,317.4,-0.56
Western Australia,Other retailing n.e.c.,1/12/2023,2023,December ,12,319.3,0.82
Western Australia,Other retailing n.e.c.,1/01/2024,2024,January  ,1,261.4,2.59
Western Australia,Other retailing n.e.c.,1/02/2024,2024,February ,2,255.2,4.50
Western Australia,Other retailing n.e.c.,1/03/2024,2024,March    ,3,274.3,6.28
Western Australia,Other retailing n.e.c.,1/04/2024,2024,April    ,4,260.3,8.14
Western Australia,Other retailing n.e.c.,1/05/2024,2024,May      ,5,278.7,4.42
Western Australia,Other retailing n.e.c.,1/06/2024,2024,June     ,6,274.9,4.92
Western Australia,Other retailing n.e.c.,1/07/2024,2024,July     ,7,290.3,7.36
Western Australia,Other retailing n.e.c.,1/08/2024,2024,August   ,8,296.3,6.81
Western Australia,Other retailing n.e.c.,1/09/2024,2024,September,9,286,6.76
Western Australia,Other retailing n.e.c.,1/10/2024,2024,October  ,10,320.7,12.13
Western Australia,Other retailing n.e.c.,1/11/2024,2024,November ,11,348.6,9.83
Western Australia,Other retailing n.e.c.,1/12/2024,2024,December ,12,352.7,10.46
Western Australia,Other retailing n.e.c.,1/01/2025,2025,January  ,1,288.7,10.44
Western Australia,Other retailing n.e.c.,1/02/2025,2025,February ,2,260.2,1.96
Western Australia,Other retailing n.e.c.,1/03/2025,2025,March    ,3,277.5,1.17
Western Australia,Other retailing n.e.c.,1/04/2025,2025,April    ,4,272.4,4.65
Western Australia,Other retailing n.e.c.,1/05/2025,2025,May      ,5,290.8,4.34
Western Australia,Other retailing n.e.c.,1/06/2025,2025,June     ,6,284.8,3.60
Western Australia,Other specialised food retailing,1/01/2019,2019,January  ,1,89.4,NULL
Western Australia,Other specialised food retailing,1/02/2019,2019,February ,2,83.5,NULL
Western Australia,Other specialised food retailing,1/03/2019,2019,March    ,3,87.7,NULL
Western Australia,Other specialised food retailing,1/04/2019,2019,April    ,4,83.8,NULL
Western Australia,Other specialised food retailing,1/05/2019,2019,May      ,5,86.7,NULL
Western Australia,Other specialised food retailing,1/06/2019,2019,June     ,6,80.4,NULL
Western Australia,Other specialised food retailing,1/07/2019,2019,July     ,7,83.9,NULL
Western Australia,Other specialised food retailing,1/08/2019,2019,August   ,8,87.4,NULL
Western Australia,Other specialised food retailing,1/09/2019,2019,September,9,87.2,NULL
Western Australia,Other specialised food retailing,1/10/2019,2019,October  ,10,88.1,NULL
Western Australia,Other specialised food retailing,1/11/2019,2019,November ,11,89.7,NULL
Western Australia,Other specialised food retailing,1/12/2019,2019,December ,12,101.7,NULL
Western Australia,Other specialised food retailing,1/01/2020,2020,January  ,1,90.4,1.12
Western Australia,Other specialised food retailing,1/02/2020,2020,February ,2,87.1,4.31
Western Australia,Other specialised food retailing,1/03/2020,2020,March    ,3,124.6,42.08
Western Australia,Other specialised food retailing,1/04/2020,2020,April    ,4,94.2,12.41
Western Australia,Other specialised food retailing,1/05/2020,2020,May      ,5,97.6,12.57
Western Australia,Other specialised food retailing,1/06/2020,2020,June     ,6,96.3,19.78
Western Australia,Other specialised food retailing,1/07/2020,2020,July     ,7,101.8,21.33
Western Australia,Other specialised food retailing,1/08/2020,2020,August   ,8,105.2,20.37
Western Australia,Other specialised food retailing,1/09/2020,2020,September,9,100.8,15.60
Western Australia,Other specialised food retailing,1/10/2020,2020,October  ,10,105.8,20.09
Western Australia,Other specialised food retailing,1/11/2020,2020,November ,11,111.3,24.08
Western Australia,Other specialised food retailing,1/12/2020,2020,December ,12,131.8,29.60
Western Australia,Other specialised food retailing,1/01/2021,2021,January  ,1,114.7,26.88
Western Australia,Other specialised food retailing,1/02/2021,2021,February ,2,96.9,11.25
Western Australia,Other specialised food retailing,1/03/2021,2021,March    ,3,112.1,-10.03
Western Australia,Other specialised food retailing,1/04/2021,2021,April    ,4,102.3,8.60
Western Australia,Other specialised food retailing,1/05/2021,2021,May      ,5,103.7,6.25
Western Australia,Other specialised food retailing,1/06/2021,2021,June     ,6,99.3,3.12
Western Australia,Other specialised food retailing,1/07/2021,2021,July     ,7,103.2,1.38
Western Australia,Other specialised food retailing,1/08/2021,2021,August   ,8,101.1,-3.90
Western Australia,Other specialised food retailing,1/09/2021,2021,September,9,97.4,-3.37
Western Australia,Other specialised food retailing,1/10/2021,2021,October  ,10,108,2.08
Western Australia,Other specialised food retailing,1/11/2021,2021,November ,11,113.4,1.89
Western Australia,Other specialised food retailing,1/12/2021,2021,December ,12,134.6,2.12
Western Australia,Other specialised food retailing,1/01/2022,2022,January  ,1,120.9,5.41
Western Australia,Other specialised food retailing,1/02/2022,2022,February ,2,111.9,15.48
Western Australia,Other specialised food retailing,1/03/2022,2022,March    ,3,118,5.26
Western Australia,Other specialised food retailing,1/04/2022,2022,April    ,4,115.6,13.00
Western Australia,Other specialised food retailing,1/05/2022,2022,May      ,5,115.9,11.76
Western Australia,Other specialised food retailing,1/06/2022,2022,June     ,6,118,18.83
Western Australia,Other specialised food retailing,1/07/2022,2022,July     ,7,120.5,16.76
Western Australia,Other specialised food retailing,1/08/2022,2022,August   ,8,123.7,22.35
Western Australia,Other specialised food retailing,1/09/2022,2022,September,9,126.6,29.98
Western Australia,Other specialised food retailing,1/10/2022,2022,October  ,10,123.8,14.63
Western Australia,Other specialised food retailing,1/11/2022,2022,November ,11,127.9,12.79
Western Australia,Other specialised food retailing,1/12/2022,2022,December ,12,144.2,7.13
Western Australia,Other specialised food retailing,1/01/2023,2023,January  ,1,128.1,5.96
Western Australia,Other specialised food retailing,1/02/2023,2023,February ,2,116.3,3.93
Western Australia,Other specialised food retailing,1/03/2023,2023,March    ,3,128.6,8.98
Western Australia,Other specialised food retailing,1/04/2023,2023,April    ,4,127.7,10.47
Western Australia,Other specialised food retailing,1/05/2023,2023,May      ,5,128.9,11.22
Western Australia,Other specialised food retailing,1/06/2023,2023,June     ,6,122.7,3.98
Western Australia,Other specialised food retailing,1/07/2023,2023,July     ,7,131.6,9.21
Western Australia,Other specialised food retailing,1/08/2023,2023,August   ,8,131.3,6.14
Western Australia,Other specialised food retailing,1/09/2023,2023,September,9,129.9,2.61
Western Australia,Other specialised food retailing,1/10/2023,2023,October  ,10,138.1,11.55
Western Australia,Other specialised food retailing,1/11/2023,2023,November ,11,139.8,9.30
Western Australia,Other specialised food retailing,1/12/2023,2023,December ,12,158.7,10.06
Western Australia,Other specialised food retailing,1/01/2024,2024,January  ,1,138.3,7.96
Western Australia,Other specialised food retailing,1/02/2024,2024,February ,2,129.3,11.18
Western Australia,Other specialised food retailing,1/03/2024,2024,March    ,3,145.2,12.91
Western Australia,Other specialised food retailing,1/04/2024,2024,April    ,4,139.2,9.01
Western Australia,Other specialised food retailing,1/05/2024,2024,May      ,5,138.9,7.76
Western Australia,Other specialised food retailing,1/06/2024,2024,June     ,6,136.7,11.41
Western Australia,Other specialised food retailing,1/07/2024,2024,July     ,7,144.7,9.95
Western Australia,Other specialised food retailing,1/08/2024,2024,August   ,8,145.7,10.97
Western Australia,Other specialised food retailing,1/09/2024,2024,September,9,139.9,7.70
Western Australia,Other specialised food retailing,1/10/2024,2024,October  ,10,147.7,6.95
Western Australia,Other specialised food retailing,1/11/2024,2024,November ,11,148.9,6.51
Western Australia,Other specialised food retailing,1/12/2024,2024,December ,12,172.3,8.57
Western Australia,Other specialised food retailing,1/01/2025,2025,January  ,1,157.9,14.17
Western Australia,Other specialised food retailing,1/02/2025,2025,February ,2,144.5,11.76
Western Australia,Other specialised food retailing,1/03/2025,2025,March    ,3,157.6,8.54
Western Australia,Other specialised food retailing,1/04/2025,2025,April    ,4,152.7,9.70
Western Australia,Other specialised food retailing,1/05/2025,2025,May      ,5,154.6,11.30
Western Australia,Other specialised food retailing,1/06/2025,2025,June     ,6,149.2,9.14
Western Australia,"Pharmaceutical, cosmetic and toiletry goods retailing",1/01/2019,2019,January  ,1,144.4,NULL
